image,id,pixel_count,image_fraction
semantic_instance_12.png,4,37510,0.14308929
semantic_instance_12.png,5,6300,0.02403259
semantic_instance_12.png,6,13453,0.05131912
semantic_instance_13.png,0,108149,0.41255569
semantic_instance_13.png,1,90364,0.34471130
semantic_instance_13.png,2,4734,0.01805878
semantic_instance_13.png,3,2977,0.01135635
semantic_instance_13.png,4,36995,0.14112473
semantic_instance_13.png,5,5766,0.02199554
semantic_instance_13.png,6,13159,0.05019760
semantic_instance_14.png,0,108429,0.41362381
semantic_instance_14.png,1,90913,0.34680557
semantic_instance_14.png,2,4571,0.01743698
semantic_instance_14.png,3,3656,0.01394653
semantic_instance_14.png,4,36460,0.13908386
semantic_instance_14.png,5,5230,0.01995087
semantic_instance_14.png,6,12885,0.04915237
semantic_instance_15.png,0,108734,0.41478729
semantic_instance_15.png,1,91418,0.34873199
semantic_instance_15.png,2,4403,0.01679611
semantic_instance_15.png,3,4345,0.01657486
semantic_instance_15.png,4,35904,0.13696289
semantic_instance_15.png,5,4703,0.01794052
semantic_instance_15.png,6,12637,0.04820633
semantic_instance_16.png,0,109009,0.41583633
semantic_instance_16.png,1,91911,0.35061264
semantic_instance_16.png,2,4243,0.01618576
semantic_instance_16.png,3,5037,0.01921463
semantic_instance_16.png,4,35345,0.13483047
semantic_instance_16.png,5,4211,0.01606369
semantic_instance_16.png,6,12388,0.04725647
semantic_instance_17.png,0,109298,0.41693878
semantic_instance_17.png,1,92397,0.35246658
semantic_instance_17.png,2,4095,0.01562119
semantic_instance_17.png,3,5697,0.02173233
semantic_instance_17.png,4,34779,0.13267136
semantic_instance_17.png,5,3733,0.01424026
semantic_instance_17.png,6,12145,0.04632950
semantic_instance_18.png,0,109575,0.41799545
semantic_instance_18.png,1,92701,0.35362625
semantic_instance_18.png,2,3945,0.01504898
semantic_instance_18.png,3,6275,0.02393723
semantic_instance_18.png,4,34287,0.13079453
semantic_instance_18.png,5,3455,0.01317978
semantic_instance_18.png,6,11906,0.04541779
semantic_instance_19.png,0,109893,0.41920853
semantic_instance_19.png,1,92643,0.35340500
semantic_instance_19.png,2,3813,0.01454544
semantic_instance_19.png,3,6554,0.02500153
semantic_instance_19.png,4,34315,0.13090134
semantic_instance_19.png,5,3274,0.01248932
semantic_instance_19.png,6,11652,0.04444885
semantic_instance_20.png,0,110176,0.42028809
semantic_instance_20.png,1,92741,0.35377884
semantic_instance_20.png,2,3699,0.01411057
semantic_instance_20.png,3,6831,0.02605820
semantic_instance_20.png,4,34332,0.13096619
semantic_instance_20.png,5,3121,0.01190567
semantic_instance_20.png,6,11244,0.04289246
semantic_instance_21.png,0,110441,0.42129898
semantic_instance_21.png,1,92880,0.35430908
semantic_instance_21.png,2,3634,0.01386261
semantic_instance_21.png,3,7060,0.02693176
semantic_instance_21.png,4,34342,0.13100433
semantic_instance_21.png,5,2969,0.01132584
semantic_instance_21.png,6,10818,0.04126740
semantic_instance_22.png,0,110673,0.42218399
semantic_instance_22.png,1,93126,0.35524750
semantic_instance_22.png,2,3578,0.01364899
semantic_instance_22.png,3,7265,0.02771378
semantic_instance_22.png,4,34310,0.13088226
semantic_instance_22.png,5,2829,0.01079178
semantic_instance_22.png,6,10363,0.03953171
semantic_instance_23.png,0,110896,0.42303467
semantic_instance_23.png,1,93382,0.35622406
semantic_instance_23.png,2,3552,0.01354980
semantic_instance_23.png,3,7435,0.02836227
semantic_instance_23.png,4,34299,0.13084030
semantic_instance_23.png,5,2693,0.01027298
semantic_instance_23.png,6,9887,0.03771591
semantic_instance_24.png,0,111105,0.42383194
semantic_instance_24.png,1,93742,0.35759735
semantic_instance_24.png,2,3562,0.01358795
semantic_instance_24.png,3,7500,0.02861023
semantic_instance_24.png,4,34261,0.13069534
semantic_instance_24.png,5,2568,0.00979614
semantic_instance_24.png,6,9406,0.03588104
semantic_instance_25.png,0,111291,0.42454147
semantic_instance_25.png,1,94117,0.35902786
semantic_instance_25.png,2,3581,0.01366043
semantic_instance_25.png,3,7502,0.02861786
semantic_instance_25.png,4,34215,0.13051987
semantic_instance_25.png,5,2505,0.00955582
semantic_instance_25.png,6,8933,0.03407669
semantic_instance_26.png,0,111454,0.42516327
semantic_instance_26.png,1,94486,0.36043549
semantic_instance_26.png,2,3607,0.01375961
semantic_instance_26.png,3,7504,0.02862549
semantic_instance_26.png,4,34165,0.13032913
semantic_instance_26.png,5,2465,0.00940323
semantic_instance_26.png,6,8463,0.03228378
semantic_instance_27.png,0,111622,0.42580414
semantic_instance_27.png,1,94855,0.36184311
semantic_instance_27.png,2,3652,0.01393127
semantic_instance_27.png,3,7522,0.02869415
semantic_instance_27.png,4,34100,0.13008118
semantic_instance_27.png,5,2412,0.00920105
semantic_instance_27.png,6,7981,0.03044510
semantic_instance_28.png,0,111753,0.42630386
semantic_instance_28.png,1,95213,0.36320877
semantic_instance_28.png,2,3710,0.01415253
semantic_instance_28.png,3,7527,0.02871323
semantic_instance_28.png,4,34037,0.12984085
semantic_instance_28.png,5,2389,0.00911331
semantic_instance_28.png,6,7515,0.02866745
semantic_instance_29.png,0,111878,0.42678070
semantic_instance_29.png,1,95572,0.36457825
semantic_instance_29.png,2,3786,0.01444244
semantic_instance_29.png,3,7548,0.02879333
semantic_instance_29.png,4,33965,0.12956619
semantic_instance_29.png,5,2343,0.00893784
semantic_instance_29.png,6,7052,0.02690125
semantic_instance_30.png,0,111974,0.42714691
semantic_instance_30.png,1,95925,0.36592484
semantic_instance_30.png,2,3877,0.01478958
semantic_instance_30.png,3,7570,0.02887726
semantic_instance_30.png,4,33880,0.12924194
semantic_instance_30.png,5,2318,0.00884247
semantic_instance_30.png,6,6600,0.02517700
semantic_instance_31.png,0,112042,0.42740631
semantic_instance_31.png,1,96296,0.36734009
semantic_instance_31.png,2,3984,0.01519775
semantic_instance_31.png,3,7586,0.02893829
semantic_instance_31.png,4,33798,0.12892914
semantic_instance_31.png,5,2277,0.00868607
semantic_instance_31.png,6,6161,0.02350235
semantic_instance_32.png,0,112080,0.42755127
semantic_instance_32.png,1,96664,0.36874390
semantic_instance_32.png,2,4101,0.01564407
semantic_instance_32.png,3,7617,0.02905655
semantic_instance_32.png,4,33703,0.12856674
semantic_instance_32.png,5,2253,0.00859451
semantic_instance_32.png,6,5726,0.02184296
semantic_instance_33.png,0,112125,0.42772293
semantic_instance_33.png,1,97047,0.37020493
semantic_instance_33.png,2,4214,0.01607513
semantic_instance_33.png,3,7640,0.02914429
semantic_instance_33.png,4,33606,0.12819672
semantic_instance_33.png,5,2220,0.00846863
semantic_instance_33.png,6,5292,0.02018738
semantic_instance_34.png,0,112140,0.42778015
semantic_instance_34.png,1,97408,0.37158203
semantic_instance_34.png,2,4334,0.01653290
semantic_instance_34.png,3,7677,0.02928543
semantic_instance_34.png,4,33506,0.12781525
semantic_instance_34.png,5,2193,0.00836563
semantic_instance_34.png,6,4886,0.01863861
semantic_instance_35.png,0,112133,0.42775345
semantic_instance_35.png,1,97775,0.37298203
semantic_instance_35.png,2,4464,0.01702881
semantic_instance_35.png,3,7722,0.02945709
semantic_instance_35.png,4,33400,0.12741089
semantic_instance_35.png,5,2157,0.00822830
semantic_instance_35.png,6,4493,0.01713943
semantic_instance_36.png,0,112120,0.42770386
semantic_instance_36.png,1,98151,0.37441635
semantic_instance_36.png,2,4598,0.01753998
semantic_instance_36.png,3,7750,0.02956390
semantic_instance_36.png,4,33304,0.12704468
semantic_instance_36.png,5,2123,0.00809860
semantic_instance_36.png,6,4098,0.01563263
semantic_instance_37.png,0,112071,0.42751694
semantic_instance_37.png,1,98504,0.37576294
semantic_instance_37.png,2,4746,0.01810455
semantic_instance_37.png,3,7807,0.02978134
semantic_instance_37.png,4,33178,0.12656403
semantic_instance_37.png,5,2087,0.00796127
semantic_instance_37.png,6,3751,0.01430893
semantic_instance_38.png,0,111986,0.42719269
semantic_instance_38.png,1,98825,0.37698746
semantic_instance_38.png,2,4894,0.01866913
semantic_instance_38.png,3,7855,0.02996445
semantic_instance_38.png,4,33065,0.12613297
semantic_instance_38.png,5,2091,0.00797653
semantic_instance_38.png,6,3428,0.01307678
semantic_instance_39.png,0,111876,0.42677307
semantic_instance_39.png,1,99069,0.37791824
semantic_instance_39.png,2,5054,0.01927948
semantic_instance_39.png,3,7907,0.03016281
semantic_instance_39.png,4,32945,0.12567520
semantic_instance_39.png,5,2124,0.00810242
semantic_instance_39.png,6,3169,0.01208878
semantic_instance_40.png,0,111724,0.42619324
semantic_instance_40.png,1,99263,0.37865829
semantic_instance_40.png,2,5214,0.01988983
semantic_instance_40.png,3,7965,0.03038406
semantic_instance_40.png,4,32821,0.12520218
semantic_instance_40.png,5,2196,0.00837708
semantic_instance_40.png,6,2961,0.01129532
semantic_instance_41.png,0,111533,0.42546463
semantic_instance_41.png,1,99439,0.37932968
semantic_instance_41.png,2,5365,0.02046585
semantic_instance_41.png,3,8014,0.03057098
semantic_instance_41.png,4,32699,0.12473679
semantic_instance_41.png,5,2279,0.00869370
semantic_instance_41.png,6,2815,0.01073837
semantic_instance_42.png,0,111306,0.42459869
semantic_instance_42.png,1,99559,0.37978745
semantic_instance_42.png,2,5536,0.02111816
semantic_instance_42.png,3,8099,0.03089523
semantic_instance_42.png,4,32573,0.12425613
semantic_instance_42.png,5,2379,0.00907516
semantic_instance_42.png,6,2692,0.01026917
semantic_instance_43.png,0,111001,0.42343521
semantic_instance_43.png,1,99734,0.38045502
semantic_instance_43.png,2,5712,0.02178955
semantic_instance_43.png,3,8152,0.03109741
semantic_instance_43.png,4,32444,0.12376404
semantic_instance_43.png,5,2518,0.00960541
semantic_instance_43.png,6,2583,0.00985336
semantic_instance_44.png,0,110721,0.42236710
semantic_instance_44.png,1,99843,0.38087082
semantic_instance_44.png,2,5907,0.02253342
semantic_instance_44.png,3,8248,0.03146362
semantic_instance_44.png,4,32304,0.12322998
semantic_instance_44.png,5,2629,0.01002884
semantic_instance_44.png,6,2492,0.00950623
semantic_instance_45.png,0,110413,0.42119217
semantic_instance_45.png,1,99964,0.38133240
semantic_instance_45.png,2,6095,0.02325058
semantic_instance_45.png,3,8317,0.03172684
semantic_instance_45.png,4,32165,0.12269974
semantic_instance_45.png,5,2781,0.01060867
semantic_instance_45.png,6,2409,0.00918961
semantic_instance_46.png,0,110065,0.41986465
semantic_instance_46.png,1,100084,0.38179016
semantic_instance_46.png,2,6298,0.02402496
semantic_instance_46.png,3,8406,0.03206635
semantic_instance_46.png,4,32025,0.12216568
semantic_instance_46.png,5,2931,0.01118088
semantic_instance_46.png,6,2335,0.00890732
semantic_instance_47.png,0,109710,0.41851044
semantic_instance_47.png,1,100185,0.38217545
semantic_instance_47.png,2,6494,0.02477264
semantic_instance_47.png,3,8492,0.03239441
semantic_instance_47.png,4,31889,0.12164688
semantic_instance_47.png,5,3110,0.01186371
semantic_instance_47.png,6,2264,0.00863647
semantic_instance_48.png,0,109345,0.41711807
semantic_instance_48.png,1,100284,0.38255310
semantic_instance_48.png,2,6710,0.02559662
semantic_instance_48.png,3,8584,0.03274536
semantic_instance_48.png,4,31742,0.12108612
semantic_instance_48.png,5,3275,0.01249313
semantic_instance_48.png,6,2204,0.00840759
semantic_instance_49.png,0,108922,0.41550446
semantic_instance_49.png,1,100285,0.38255692
semantic_instance_49.png,2,6972,0.02659607
semantic_instance_49.png,3,8693,0.03316116
semantic_instance_49.png,4,31593,0.12051773
semantic_instance_49.png,5,3533,0.01347733
semantic_instance_49.png,6,2146,0.00818634
semantic_instance_50.png,0,108481,0.41382217
semantic_instance_50.png,1,100364,0.38285828
semantic_instance_50.png,2,7237,0.02760696
semantic_instance_50.png,3,8789,0.03352737
semantic_instance_50.png,4,31447,0.11996078
semantic_instance_50.png,5,3730,0.01422882
semantic_instance_50.png,6,2096,0.00799561
semantic_instance_51.png,0,107982,0.41191864
semantic_instance_51.png,1,100461,0.38322830
semantic_instance_51.png,2,7516,0.02867126
semantic_instance_51.png,3,8905,0.03396988
semantic_instance_51.png,4,31282,0.11933136
semantic_instance_51.png,5,3949,0.01506424
semantic_instance_51.png,6,2049,0.00781631
semantic_instance_52.png,0,107487,0.41003036
semantic_instance_52.png,1,100578,0.38367462
semantic_instance_52.png,2,7801,0.02975845
semantic_instance_52.png,3,9014,0.03438568
semantic_instance_52.png,4,31113,0.11868668
semantic_instance_52.png,5,4145,0.01581192
semantic_instance_52.png,6,2006,0.00765228
semantic_instance_53.png,0,106973,0.40806961
semantic_instance_53.png,1,100681,0.38406754
semantic_instance_53.png,2,8074,0.03079987
semantic_instance_53.png,3,9136,0.03485107
semantic_instance_53.png,4,30951,0.11806870
semantic_instance_53.png,5,4363,0.01664352
semantic_instance_53.png,6,1966,0.00749969
semantic_instance_54.png,0,106447,0.40606308
semantic_instance_54.png,1,100798,0.38451385
semantic_instance_54.png,2,8360,0.03189087
semantic_instance_54.png,3,9264,0.03533936
semantic_instance_54.png,4,30777,0.11740494
semantic_instance_54.png,5,4568,0.01742554
semantic_instance_54.png,6,1930,0.00736237
semantic_instance_55.png,0,105907,0.40400314
semantic_instance_55.png,1,100911,0.38494492
semantic_instance_55.png,2,8653,0.03300858
semantic_instance_55.png,3,9396,0.03584290
semantic_instance_55.png,4,30600,0.11672974
semantic_instance_55.png,5,4776,0.01821899
semantic_instance_55.png,6,1901,0.00725174
semantic_instance_56.png,0,105375,0.40197372
semantic_instance_56.png,1,101024,0.38537598
semantic_instance_56.png,2,8957,0.03416824
semantic_instance_56.png,3,9533,0.03636551
semantic_instance_56.png,4,30415,0.11602402
semantic_instance_56.png,5,4970,0.01895905
semantic_instance_56.png,6,1870,0.00713348
semantic_instance_57.png,0,104850,0.39997101
semantic_instance_57.png,1,101096,0.38565063
semantic_instance_57.png,2,9266,0.03534698
semantic_instance_57.png,3,9681,0.03693008
semantic_instance_57.png,4,30232,0.11532593
semantic_instance_57.png,5,5177,0.01974869
semantic_instance_57.png,6,1842,0.00702667
semantic_instance_58.png,0,104287,0.39782333
semantic_instance_58.png,1,101154,0.38587189
semantic_instance_58.png,2,9606,0.03664398
semantic_instance_58.png,3,9830,0.03749847
semantic_instance_58.png,4,30044,0.11460876
semantic_instance_58.png,5,5404,0.02061462
semantic_instance_58.png,6,1819,0.00693893
semantic_instance_59.png,0,103752,0.39578247
semantic_instance_59.png,1,101183,0.38598251
semantic_instance_59.png,2,9969,0.03802872
semantic_instance_59.png,3,9991,0.03811264
semantic_instance_59.png,4,29848,0.11386108
semantic_instance_59.png,5,5609,0.02139664
semantic_instance_59.png,6,1792,0.00683594
semantic_instance_60.png,0,103186,0.39362335
semantic_instance_60.png,1,101218,0.38611603
semantic_instance_60.png,2,10342,0.03945160
semantic_instance_60.png,3,10150,0.03871918
semantic_instance_60.png,4,29639,0.11306381
semantic_instance_60.png,5,5834,0.02225494
semantic_instance_60.png,6,1775,0.00677109
semantic_instance_61.png,0,102635,0.39152145
semantic_instance_61.png,1,101183,0.38598251
semantic_instance_61.png,2,10747,0.04099655
semantic_instance_61.png,3,10330,0.03940582
semantic_instance_61.png,4,29431,0.11227036
semantic_instance_61.png,5,6064,0.02313232
semantic_instance_61.png,6,1754,0.00669098
semantic_instance_62.png,0,102084,0.38941956
semantic_instance_62.png,1,101163,0.38590622
semantic_instance_62.png,2,11163,0.04258347
semantic_instance_62.png,3,10496,0.04003906
semantic_instance_62.png,4,29212,0.11143494
semantic_instance_62.png,5,6292,0.02400208
semantic_instance_62.png,6,1734,0.00661469
semantic_instance_63.png,0,101532,0.38731384
semantic_instance_63.png,1,101103,0.38567734
semantic_instance_63.png,2,11585,0.04419327
semantic_instance_63.png,3,10692,0.04078674
semantic_instance_63.png,4,28982,0.11055756
semantic_instance_63.png,5,6533,0.02492142
semantic_instance_63.png,6,1717,0.00654984
semantic_instance_64.png,0,100982,0.38521576
semantic_instance_64.png,1,101025,0.38537979
semantic_instance_64.png,2,12009,0.04581070
semantic_instance_64.png,3,10891,0.04154587
semantic_instance_64.png,4,28748,0.10966492
semantic_instance_64.png,5,6794,0.02591705
semantic_instance_64.png,6,1695,0.00646591
semantic_instance_65.png,0,100455,0.38320541
semantic_instance_65.png,1,100960,0.38513184
semantic_instance_65.png,2,12446,0.04747772
semantic_instance_65.png,3,11077,0.04225540
semantic_instance_65.png,4,28502,0.10872650
semantic_instance_65.png,5,7027,0.02680588
semantic_instance_65.png,6,1677,0.00639725
semantic_instance_66.png,0,99956,0.38130188
semantic_instance_66.png,1,100928,0.38500977
semantic_instance_66.png,2,12858,0.04904938
semantic_instance_66.png,3,11281,0.04303360
semantic_instance_66.png,4,28246,0.10774994
semantic_instance_66.png,5,7212,0.02751160
semantic_instance_66.png,6,1663,0.00634384
semantic_instance_67.png,0,99442,0.37934113
semantic_instance_67.png,1,100908,0.38493347
semantic_instance_67.png,2,13252,0.05055237
semantic_instance_67.png,3,11490,0.04383087
semantic_instance_67.png,4,27993,0.10678482
semantic_instance_67.png,5,7415,0.02828598
semantic_instance_67.png,6,1644,0.00627136
semantic_instance_68.png,0,98974,0.37755585
semantic_instance_68.png,1,100859,0.38474655
semantic_instance_68.png,2,13687,0.05221176
semantic_instance_68.png,3,11710,0.04467010
semantic_instance_68.png,4,27721,0.10574722
semantic_instance_68.png,5,7567,0.02886581
semantic_instance_68.png,6,1626,0.00620270
semantic_instance_69.png,0,98503,0.37575912
semantic_instance_69.png,1,100856,0.38473511
semantic_instance_69.png,2,14076,0.05369568
semantic_instance_69.png,3,11941,0.04555130
semantic_instance_69.png,4,27441,0.10467911
semantic_instance_69.png,5,7721,0.02945328
semantic_instance_69.png,6,1606,0.00612640
semantic_instance_70.png,0,98077,0.37413406
semantic_instance_70.png,1,100821,0.38460159
semantic_instance_70.png,2,14463,0.05517197
semantic_instance_70.png,3,12184,0.04647827
semantic_instance_70.png,4,27153,0.10358047
semantic_instance_70.png,5,7863,0.02999496
semantic_instance_70.png,6,1583,0.00603867
semantic_instance_71.png,0,97657,0.37253189
semantic_instance_71.png,1,100795,0.38450241
semantic_instance_71.png,2,14801,0.05646133
semantic_instance_71.png,3,12433,0.04742813
semantic_instance_71.png,4,26855,0.10244370
semantic_instance_71.png,5,7986,0.03046417
semantic_instance_71.png,6,1617,0.00616837
semantic_instance_72.png,0,97249,0.37097549
semantic_instance_72.png,1,100559,0.38360214
semantic_instance_72.png,2,15096,0.05758667
semantic_instance_72.png,3,12683,0.04838181
semantic_instance_72.png,4,26541,0.10124588
semantic_instance_72.png,5,8120,0.03097534
semantic_instance_72.png,6,1896,0.00723267
semantic_instance_73.png,0,96848,0.36944580
semantic_instance_73.png,1,100302,0.38262177
semantic_instance_73.png,2,15355,0.05857468
semantic_instance_73.png,3,12932,0.04933167
semantic_instance_73.png,4,26330,0.10044098
semantic_instance_73.png,5,8241,0.03143692
semantic_instance_73.png,6,2136,0.00814819
semantic_instance_74.png,0,96432,0.36785889
semantic_instance_74.png,1,100115,0.38190842
semantic_instance_74.png,2,15624,0.05960083
semantic_instance_74.png,3,13194,0.05033112
semantic_instance_74.png,4,26114,0.09961700
semantic_instance_74.png,5,8328,0.03176880
semantic_instance_74.png,6,2337,0.00891495
semantic_instance_75.png,0,96025,0.36630630
semantic_instance_75.png,1,99890,0.38105011
semantic_instance_75.png,2,15897,0.06064224
semantic_instance_75.png,3,13480,0.05142212
semantic_instance_75.png,4,25884,0.09873962
semantic_instance_75.png,5,8429,0.03215408
semantic_instance_75.png,6,2539,0.00968552
semantic_instance_76.png,0,95524,0.36439514
semantic_instance_76.png,1,99702,0.38033295
semantic_instance_76.png,2,16193,0.06177139
semantic_instance_76.png,3,13761,0.05249405
semantic_instance_76.png,4,25704,0.09805298
semantic_instance_76.png,5,8517,0.03248978
semantic_instance_76.png,6,2743,0.01046371
semantic_instance_77.png,0,95077,0.36268997
semantic_instance_77.png,1,99108,0.37806702
semantic_instance_77.png,2,16469,0.06282425
semantic_instance_77.png,3,14062,0.05364227
semantic_instance_77.png,4,25890,0.09876251
semantic_instance_77.png,5,8588,0.03276062
semantic_instance_77.png,6,2950,0.01125336
semantic_instance_78.png,0,94601,0.36087418
semantic_instance_78.png,1,98579,0.37604904
semantic_instance_78.png,2,16760,0.06393433
semantic_instance_78.png,3,14361,0.05478287
semantic_instance_78.png,4,26033,0.09930801
semantic_instance_78.png,5,8661,0.03303909
semantic_instance_78.png,6,3149,0.01201248
semantic_instance_79.png,0,94133,0.35908890
semantic_instance_79.png,1,98101,0.37422562
semantic_instance_79.png,2,17051,0.06504440
semantic_instance_79.png,3,14656,0.05590820
semantic_instance_79.png,4,26131,0.09968185
semantic_instance_79.png,5,8705,0.03320694
semantic_instance_79.png,6,3367,0.01284409
semantic_instance_80.png,0,93643,0.35721970
semantic_instance_80.png,1,97683,0.37263107
semantic_instance_80.png,2,17327,0.06609726
semantic_instance_80.png,3,14950,0.05702972
semantic_instance_80.png,4,26186,0.09989166
semantic_instance_80.png,5,8777,0.03348160
semantic_instance_80.png,6,3578,0.01364899
semantic_instance_81.png,0,93208,0.35556030
semantic_instance_81.png,1,97245,0.37096024
semantic_instance_81.png,2,17623,0.06722641
semantic_instance_81.png,3,15293,0.05833817
semantic_instance_81.png,4,26200,0.09994507
semantic_instance_81.png,5,8814,0.03362274
semantic_instance_81.png,6,3761,0.01434708
semantic_instance_82.png,0,92785,0.35394669
semantic_instance_82.png,1,96878,0.36956024
semantic_instance_82.png,2,17910,0.06832123
semantic_instance_82.png,3,15621,0.05958939
semantic_instance_82.png,4,26171,0.09983444
semantic_instance_82.png,5,8860,0.03379822
semantic_instance_82.png,6,3919,0.01494980
semantic_instance_83.png,0,92394,0.35245514
semantic_instance_83.png,1,96567,0.36837387
semantic_instance_83.png,2,18171,0.06931686
semantic_instance_83.png,3,15943,0.06081772
semantic_instance_83.png,4,26107,0.09959030
semantic_instance_83.png,5,8928,0.03405762
semantic_instance_83.png,6,4034,0.01538849
semantic_instance_84.png,0,92018,0.35102081
semantic_instance_84.png,1,96304,0.36737061
semantic_instance_84.png,2,18462,0.07042694
semantic_instance_84.png,3,16284,0.06211853
semantic_instance_84.png,4,26009,0.09921646
semantic_instance_84.png,5,8964,0.03419495
semantic_instance_84.png,6,4103,0.01565170
semantic_instance_85.png,0,91689,0.34976578
semantic_instance_85.png,1,96087,0.36654282
semantic_instance_85.png,2,18727,0.07143784
semantic_instance_85.png,3,16623,0.06341171
semantic_instance_85.png,4,25876,0.09870911
semantic_instance_85.png,5,9010,0.03437042
semantic_instance_85.png,6,4132,0.01576233
semantic_instance_86.png,0,91375,0.34856796
semantic_instance_86.png,1,95787,0.36539841
semantic_instance_86.png,2,18997,0.07246780
semantic_instance_86.png,3,16988,0.06480408
semantic_instance_86.png,4,25887,0.09875107
semantic_instance_86.png,5,9063,0.03457260
semantic_instance_86.png,6,4047,0.01543808
semantic_instance_87.png,0,91052,0.34733582
semantic_instance_87.png,1,95395,0.36390305
semantic_instance_87.png,2,19293,0.07359695
semantic_instance_87.png,3,17332,0.06611633
semantic_instance_87.png,4,26125,0.09965897
semantic_instance_87.png,5,9105,0.03473282
semantic_instance_87.png,6,3842,0.01465607
semantic_instance_88.png,0,90779,0.34629440
semantic_instance_88.png,1,95010,0.36243439
semantic_instance_88.png,2,19529,0.07449722
semantic_instance_88.png,3,17689,0.06747818
semantic_instance_88.png,4,26340,0.10047913
semantic_instance_88.png,5,9172,0.03498840
semantic_instance_88.png,6,3625,0.01382828
semantic_instance_89.png,0,90517,0.34529495
semantic_instance_89.png,1,94607,0.36089706
semantic_instance_89.png,2,19788,0.07548523
semantic_instance_89.png,3,18049,0.06885147
semantic_instance_89.png,4,26531,0.10120773
semantic_instance_89.png,5,9246,0.03527069
semantic_instance_89.png,6,3406,0.01299286
semantic_instance_90.png,0,90285,0.34440994
semantic_instance_90.png,1,94194,0.35932159
semantic_instance_90.png,2,20030,0.07640839
semantic_instance_90.png,3,18422,0.07027435
semantic_instance_90.png,4,26691,0.10181808
